"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/07/2022 11:00:00 - 23/07/2022 12:00:00","BZN|FR","Without Sequence","333.90","",""
"23/07/2022 12:00:00 - 23/07/2022 13:00:00","BZN|FR","Without Sequence","373.18","",""
"23/07/2022 13:00:00 - 23/07/2022 14:00:00","BZN|FR","Without Sequence","304.37","",""
"23/07/2022 14:00:00 - 23/07/2022 15:00:00","BZN|FR","Without Sequence","245.14","",""
"23/07/2022 15:00:00 - 23/07/2022 16:00:00","BZN|FR","Without Sequence","244.30","",""
"23/07/2022 16:00:00 - 23/07/2022 17:00:00","BZN|FR","Without Sequence","274.16","",""
"23/07/2022 17:00:00 - 23/07/2022 18:00:00","BZN|FR","Without Sequence","317.38","",""
"23/07/2022 18:00:00 - 23/07/2022 19:00:00","BZN|FR","Without Sequence","357.21","",""
"23/07/2022 19:00:00 - 23/07/2022 20:00:00","BZN|FR","Without Sequence","381.26","",""
"23/07/2022 20:00:00 - 23/07/2022 21:00:00","BZN|FR","Without Sequence","435.43","",""
"23/07/2022 21:00:00 - 23/07/2022 22:00:00","BZN|FR","Without Sequence","415.58","",""
"23/07/2022 22:00:00 - 23/07/2022 23:00:00","BZN|FR","Without Sequence","432.19","",""
"23/07/2022 23:00:00 - 24/07/2022 00:00:00","BZN|FR","Without Sequence","432.19","",""
"24/07/2022 00:00:00 - 24/07/2022 01:00:00","BZN|FR","Without Sequence","393.26","",""
"24/07/2022 01:00:00 - 24/07/2022 02:00:00","BZN|FR","Without Sequence","379.24","",""
"24/07/2022 02:00:00 - 24/07/2022 03:00:00","BZN|FR","Without Sequence","355.06","",""
"24/07/2022 03:00:00 - 24/07/2022 04:00:00","BZN|FR","Without Sequence","331.00","",""
"24/07/2022 04:00:00 - 24/07/2022 05:00:00","BZN|FR","Without Sequence","316.18","",""
"24/07/2022 05:00:00 - 24/07/2022 06:00:00","BZN|FR","Without Sequence","302.82","",""
"24/07/2022 06:00:00 - 24/07/2022 07:00:00","BZN|FR","Without Sequence","272.76","",""
"24/07/2022 07:00:00 - 24/07/2022 08:00:00","BZN|FR","Without Sequence","260.93","",""
"24/07/2022 08:00:00 - 24/07/2022 09:00:00","BZN|FR","Without Sequence","225.08","",""
"24/07/2022 09:00:00 - 24/07/2022 10:00:00","BZN|FR","Without Sequence","269.07","",""
"24/07/2022 10:00:00 - 24/07/2022 11:00:00","BZN|FR","Without Sequence","275.51","",""
"24/07/2022 11:00:00 - 24/07/2022 12:00:00","BZN|FR","Without Sequence","245.99","",""
"24/07/2022 12:00:00 - 24/07/2022 13:00:00","BZN|FR","Without Sequence","330.08","",""
"24/07/2022 13:00:00 - 24/07/2022 14:00:00","BZN|FR","Without Sequence","295.88","",""
"24/07/2022 14:00:00 - 24/07/2022 15:00:00","BZN|FR","Without Sequence","245.96","",""
"24/07/2022 15:00:00 - 24/07/2022 16:00:00","BZN|FR","Without Sequence","258.67","",""
"24/07/2022 16:00:00 - 24/07/2022 17:00:00","BZN|FR","Without Sequence","271.96","",""
"24/07/2022 17:00:00 - 24/07/2022 18:00:00","BZN|FR","Without Sequence","282.96","",""
"24/07/2022 18:00:00 - 24/07/2022 19:00:00","BZN|FR","Without Sequence","372.94","",""
"24/07/2022 19:00:00 - 24/07/2022 20:00:00","BZN|FR","Without Sequence","432.82","",""
"24/07/2022 20:00:00 - 24/07/2022 21:00:00","BZN|FR","Without Sequence","508.13","",""
"24/07/2022 21:00:00 - 24/07/2022 22:00:00","BZN|FR","Without Sequence","484.18","",""
"24/07/2022 22:00:00 - 24/07/2022 23:00:00","BZN|FR","Without Sequence","490.96","",""
"24/07/2022 23:00:00 - 25/07/2022 00:00:00","BZN|FR","Without Sequence","490.96","",""
"25/07/2022 00:00:00 - 25/07/2022 01:00:00","BZN|FR","Without Sequence","346.40","",""
"25/07/2022 01:00:00 - 25/07/2022 02:00:00","BZN|FR","Without Sequence","276.76","",""
"25/07/2022 02:00:00 - 25/07/2022 03:00:00","BZN|FR","Without Sequence","287.83","",""
"25/07/2022 03:00:00 - 25/07/2022 04:00:00","BZN|FR","Without Sequence","266.03","",""
"25/07/2022 04:00:00 - 25/07/2022 05:00:00","BZN|FR","Without Sequence","261.71","",""
"25/07/2022 05:00:00 - 25/07/2022 06:00:00","BZN|FR","Without Sequence","286.29","",""
"25/07/2022 06:00:00 - 25/07/2022 07:00:00","BZN|FR","Without Sequence","375.08","",""
"25/07/2022 07:00:00 - 25/07/2022 08:00:00","BZN|FR","Without Sequence","410.14","",""
"25/07/2022 08:00:00 - 25/07/2022 09:00:00","BZN|FR","Without Sequence","414.29","",""
"25/07/2022 09:00:00 - 25/07/2022 10:00:00","BZN|FR","Without Sequence","390.07","",""
"25/07/2022 10:00:00 - 25/07/2022 11:00:00","BZN|FR","Without Sequence","399.68","",""
"25/07/2022 11:00:00 - 25/07/2022 12:00:00","BZN|FR","Without Sequence","412.58","",""
"25/07/2022 12:00:00 - 25/07/2022 13:00:00","BZN|FR","Without Sequence","377.55","",""
"25/07/2022 13:00:00 - 25/07/2022 14:00:00","BZN|FR","Without Sequence","414.52","",""
"25/07/2022 14:00:00 - 25/07/2022 15:00:00","BZN|FR","Without Sequence","382.81","",""
"25/07/2022 15:00:00 - 25/07/2022 16:00:00","BZN|FR","Without Sequence","351.11","",""
"25/07/2022 16:00:00 - 25/07/2022 17:00:00","BZN|FR","Without Sequence","366.01","",""
"25/07/2022 17:00:00 - 25/07/2022 18:00:00","BZN|FR","Without Sequence","375.47","",""
"25/07/2022 18:00:00 - 25/07/2022 19:00:00","BZN|FR","Without Sequence","424.38","",""
"25/07/2022 19:00:00 - 25/07/2022 20:00:00","BZN|FR","Without Sequence","432.30","",""
"25/07/2022 20:00:00 - 25/07/2022 21:00:00","BZN|FR","Without Sequence","430.74","",""
"25/07/2022 21:00:00 - 25/07/2022 22:00:00","BZN|FR","Without Sequence","424.62","",""
"25/07/2022 22:00:00 - 25/07/2022 23:00:00","BZN|FR","Without Sequence","430.77","",""
"25/07/2022 23:00:00 - 26/07/2022 00:00:00","BZN|FR","Without Sequence","430.77","",""
"26/07/2022 00:00:00 - 26/07/2022 01:00:00","BZN|FR","Without Sequence","401.90","",""
"26/07/2022 01:00:00 - 26/07/2022 02:00:00","BZN|FR","Without Sequence","371.02","",""
"26/07/2022 02:00:00 - 26/07/2022 03:00:00","BZN|FR","Without Sequence","368.60","",""
"26/07/2022 03:00:00 - 26/07/2022 04:00:00","BZN|FR","Without Sequence","364.07","",""
"26/07/2022 04:00:00 - 26/07/2022 05:00:00","BZN|FR","Without Sequence","345.27","",""
"26/07/2022 05:00:00 - 26/07/2022 06:00:00","BZN|FR","Without Sequence","371.02","",""
"26/07/2022 06:00:00 - 26/07/2022 07:00:00","BZN|FR","Without Sequence","430.01","",""
"26/07/2022 07:00:00 - 26/07/2022 08:00:00","BZN|FR","Without Sequence","555.00","",""
"26/07/2022 08:00:00 - 26/07/2022 09:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 09:00:00 - 26/07/2022 10:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 10:00:00 - 26/07/2022 11:00:00","BZN|FR","Without Sequence","604.06","",""
"26/07/2022 11:00:00 - 26/07/2022 12:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 12:00:00 - 26/07/2022 13:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 13:00:00 - 26/07/2022 14:00:00","BZN|FR","Without Sequence","482.64","",""
"26/07/2022 14:00:00 - 26/07/2022 15:00:00","BZN|FR","Without Sequence","651.00","",""
"26/07/2022 15:00:00 - 26/07/2022 16:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 16:00:00 - 26/07/2022 17:00:00","BZN|FR","Without Sequence","512.29","",""
"26/07/2022 17:00:00 - 26/07/2022 18:00:00","BZN|FR","Without Sequence","511.63","",""
"26/07/2022 18:00:00 - 26/07/2022 19:00:00","BZN|FR","Without Sequence","650.00","",""
"26/07/2022 19:00:00 - 26/07/2022 20:00:00","BZN|FR","Without Sequence","651.00","",""
"26/07/2022 20:00:00 - 26/07/2022 21:00:00","BZN|FR","Without Sequence","614.73","",""
"26/07/2022 21:00:00 - 26/07/2022 22:00:00","BZN|FR","Without Sequence","546.18","",""
"26/07/2022 22:00:00 - 26/07/2022 23:00:00","BZN|FR","Without Sequence","527.29","",""
"26/07/2022 23:00:00 - 27/07/2022 00:00:00","BZN|FR","Without Sequence","527.29","",""
"27/07/2022 00:00:00 - 27/07/2022 01:00:00","BZN|FR","Without Sequence","442.42","",""
"27/07/2022 01:00:00 - 27/07/2022 02:00:00","BZN|FR","Without Sequence","411.02","",""
"27/07/2022 02:00:00 - 27/07/2022 03:00:00","BZN|FR","Without Sequence","403.87","",""
"27/07/2022 03:00:00 - 27/07/2022 04:00:00","BZN|FR","Without Sequence","381.12","",""
"27/07/2022 04:00:00 - 27/07/2022 05:00:00","BZN|FR","Without Sequence","378.13","",""
"27/07/2022 05:00:00 - 27/07/2022 06:00:00","BZN|FR","Without Sequence","405.61","",""
"27/07/2022 06:00:00 - 27/07/2022 07:00:00","BZN|FR","Without Sequence","460.00","",""
"27/07/2022 07:00:00 - 27/07/2022 08:00:00","BZN|FR","Without Sequence","503.41","",""
"27/07/2022 08:00:00 - 27/07/2022 09:00:00","BZN|FR","Without Sequence","633.70","",""
"27/07/2022 09:00:00 - 27/07/2022 10:00:00","BZN|FR","Without Sequence","613.53","",""
"27/07/2022 10:00:00 - 27/07/2022 11:00:00","BZN|FR","Without Sequence","600.03","",""
"27/07/2022 11:00:00 - 27/07/2022 12:00:00","BZN|FR","Without Sequence","643.02","",""
"27/07/2022 12:00:00 - 27/07/2022 13:00:00","BZN|FR","Without Sequence","528.52","",""
"27/07/2022 13:00:00 - 27/07/2022 14:00:00","BZN|FR","Without Sequence","500.00","",""
"27/07/2022 14:00:00 - 27/07/2022 15:00:00","BZN|FR","Without Sequence","538.54","",""
"27/07/2022 15:00:00 - 27/07/2022 16:00:00","BZN|FR","Without Sequence","520.07","",""
"27/07/2022 16:00:00 - 27/07/2022 17:00:00","BZN|FR","Without Sequence","498.47","",""
"27/07/2022 17:00:00 - 27/07/2022 18:00:00","BZN|FR","Without Sequence","534.43","",""
"27/07/2022 18:00:00 - 27/07/2022 19:00:00","BZN|FR","Without Sequence","650.00","",""
"27/07/2022 19:00:00 - 27/07/2022 20:00:00","BZN|FR","Without Sequence","670.15","",""
"27/07/2022 20:00:00 - 27/07/2022 21:00:00","BZN|FR","Without Sequence","650.00","",""
"27/07/2022 21:00:00 - 27/07/2022 22:00:00","BZN|FR","Without Sequence","645.00","",""
"27/07/2022 22:00:00 - 27/07/2022 23:00:00","BZN|FR","Without Sequence","599.28","",""
"27/07/2022 23:00:00 - 28/07/2022 00:00:00","BZN|FR","Without Sequence","599.28","",""
"28/07/2022 00:00:00 - 28/07/2022 01:00:00","BZN|FR","Without Sequence","437.79","",""
"28/07/2022 01:00:00 - 28/07/2022 02:00:00","BZN|FR","Without Sequence","400.91","",""
"28/07/2022 02:00:00 - 28/07/2022 03:00:00","BZN|FR","Without Sequence","399.97","",""
"28/07/2022 03:00:00 - 28/07/2022 04:00:00","BZN|FR","Without Sequence","399.08","",""
"28/07/2022 04:00:00 - 28/07/2022 05:00:00","BZN|FR","Without Sequence","399.97","",""
"28/07/2022 05:00:00 - 28/07/2022 06:00:00","BZN|FR","Without Sequence","400.04","",""
"28/07/2022 06:00:00 - 28/07/2022 07:00:00","BZN|FR","Without Sequence","501.17","",""
"28/07/2022 07:00:00 - 28/07/2022 08:00:00","BZN|FR","Without Sequence","555.00","",""
"28/07/2022 08:00:00 - 28/07/2022 09:00:00","BZN|FR","Without Sequence","587.17","",""
"28/07/2022 09:00:00 - 28/07/2022 10:00:00","BZN|FR","Without Sequence","611.13","",""
"28/07/2022 10:00:00 - 28/07/2022 11:00:00","BZN|FR","Without Sequence","532.73","",""
"28/07/2022 11:00:00 - 28/07/2022 12:00:00","BZN|FR","Without Sequence","518.53","",""
"28/07/2022 12:00:00 - 28/07/2022 13:00:00","BZN|FR","Without Sequence","575.21","",""
"28/07/2022 13:00:00 - 28/07/2022 14:00:00","BZN|FR","Without Sequence","585.12","",""
"28/07/2022 14:00:00 - 28/07/2022 15:00:00","BZN|FR","Without Sequence","554.57","",""
"28/07/2022 15:00:00 - 28/07/2022 16:00:00","BZN|FR","Without Sequence","551.98","",""
"28/07/2022 16:00:00 - 28/07/2022 17:00:00","BZN|FR","Without Sequence","522.71","",""
"28/07/2022 17:00:00 - 28/07/2022 18:00:00","BZN|FR","Without Sequence","559.80","",""
"28/07/2022 18:00:00 - 28/07/2022 19:00:00","BZN|FR","Without Sequence","650.00","",""
"28/07/2022 19:00:00 - 28/07/2022 20:00:00","BZN|FR","Without Sequence","650.00","",""
"28/07/2022 20:00:00 - 28/07/2022 21:00:00","BZN|FR","Without Sequence","650.00","",""
"28/07/2022 21:00:00 - 28/07/2022 22:00:00","BZN|FR","Without Sequence","625.49","",""
"28/07/2022 22:00:00 - 28/07/2022 23:00:00","BZN|FR","Without Sequence","592.51","",""
"28/07/2022 23:00:00 - 29/07/2022 00:00:00","BZN|FR","Without Sequence","592.51","",""
"29/07/2022 00:00:00 - 29/07/2022 01:00:00","BZN|FR","Without Sequence","486.07","",""
"29/07/2022 01:00:00 - 29/07/2022 02:00:00","BZN|FR","Without Sequence","431.78","",""
"29/07/2022 02:00:00 - 29/07/2022 03:00:00","BZN|FR","Without Sequence","400.51","",""
"29/07/2022 03:00:00 - 29/07/2022 04:00:00","BZN|FR","Without Sequence","388.51","",""
"29/07/2022 04:00:00 - 29/07/2022 05:00:00","BZN|FR","Without Sequence","374.83","",""
"29/07/2022 05:00:00 - 29/07/2022 06:00:00","BZN|FR","Without Sequence","416.46","",""
"29/07/2022 06:00:00 - 29/07/2022 07:00:00","BZN|FR","Without Sequence","463.16","",""
"29/07/2022 07:00:00 - 29/07/2022 08:00:00","BZN|FR","Without Sequence","516.92","",""
"29/07/2022 08:00:00 - 29/07/2022 09:00:00","BZN|FR","Without Sequence","533.53","",""
"29/07/2022 09:00:00 - 29/07/2022 10:00:00","BZN|FR","Without Sequence","545.30","",""
"29/07/2022 10:00:00 - 29/07/2022 11:00:00","BZN|FR","Without Sequence","530.23","",""
"29/07/2022 11:00:00 - 29/07/2022 12:00:00","BZN|FR","Without Sequence","565.44","",""
"29/07/2022 12:00:00 - 29/07/2022 13:00:00","BZN|FR","Without Sequence","567.92","",""
"29/07/2022 13:00:00 - 29/07/2022 14:00:00","BZN|FR","Without Sequence","529.73","",""
"29/07/2022 14:00:00 - 29/07/2022 15:00:00","BZN|FR","Without Sequence","553.26","",""
"29/07/2022 15:00:00 - 29/07/2022 16:00:00","BZN|FR","Without Sequence","490.13","",""
"29/07/2022 16:00:00 - 29/07/2022 17:00:00","BZN|FR","Without Sequence","524.53","",""
"29/07/2022 17:00:00 - 29/07/2022 18:00:00","BZN|FR","Without Sequence","508.11","",""
"29/07/2022 18:00:00 - 29/07/2022 19:00:00","BZN|FR","Without Sequence","528.27","",""
"29/07/2022 19:00:00 - 29/07/2022 20:00:00","BZN|FR","Without Sequence","577.49","",""
"29/07/2022 20:00:00 - 29/07/2022 21:00:00","BZN|FR","Without Sequence","508.71","",""
"29/07/2022 21:00:00 - 29/07/2022 22:00:00","BZN|FR","Without Sequence","514.37","",""
"29/07/2022 22:00:00 - 29/07/2022 23:00:00","BZN|FR","Without Sequence","525.73","",""
"29/07/2022 23:00:00 - 30/07/2022 00:00:00","BZN|FR","Without Sequence","525.73","",""
"30/07/2022 00:00:00 - 30/07/2022 01:00:00","BZN|FR","Without Sequence","425.00","",""
"30/07/2022 01:00:00 - 30/07/2022 02:00:00","BZN|FR","Without Sequence","404.30","",""
"30/07/2022 02:00:00 - 30/07/2022 03:00:00","BZN|FR","Without Sequence","405.00","",""
"30/07/2022 03:00:00 - 30/07/2022 04:00:00","BZN|FR","Without Sequence","395.85","",""
"30/07/2022 04:00:00 - 30/07/2022 05:00:00","BZN|FR","Without Sequence","377.06","",""
"30/07/2022 05:00:00 - 30/07/2022 06:00:00","BZN|FR","Without Sequence","383.98","",""
"30/07/2022 06:00:00 - 30/07/2022 07:00:00","BZN|FR","Without Sequence","406.78","",""
"30/07/2022 07:00:00 - 30/07/2022 08:00:00","BZN|FR","Without Sequence","423.02","",""
"30/07/2022 08:00:00 - 30/07/2022 09:00:00","BZN|FR","Without Sequence","412.72","",""
"30/07/2022 09:00:00 - 30/07/2022 10:00:00","BZN|FR","Without Sequence","392.77","",""
"30/07/2022 10:00:00 - 30/07/2022 11:00:00","BZN|FR","Without Sequence","365.58","",""
"30/07/2022 11:00:00 - 30/07/2022 12:00:00","BZN|FR","Without Sequence","333.56","",""
"30/07/2022 12:00:00 - 30/07/2022 13:00:00","BZN|FR","Without Sequence","357.96","",""
"30/07/2022 13:00:00 - 30/07/2022 14:00:00","BZN|FR","Without Sequence","339.55","",""
"30/07/2022 14:00:00 - 30/07/2022 15:00:00","BZN|FR","Without Sequence","317.43","",""
"30/07/2022 15:00:00 - 30/07/2022 16:00:00","BZN|FR","Without Sequence","308.35","",""
"30/07/2022 16:00:00 - 30/07/2022 17:00:00","BZN|FR","Without Sequence","331.35","",""
"30/07/2022 17:00:00 - 30/07/2022 18:00:00","BZN|FR","Without Sequence","412.37","",""
"30/07/2022 18:00:00 - 30/07/2022 19:00:00","BZN|FR","Without Sequence","427.28","",""
"30/07/2022 19:00:00 - 30/07/2022 20:00:00","BZN|FR","Without Sequence","455.07","",""
"30/07/2022 20:00:00 - 30/07/2022 21:00:00","BZN|FR","Without Sequence","469.30","",""
"30/07/2022 21:00:00 - 30/07/2022 22:00:00","BZN|FR","Without Sequence","466.69","",""
"30/07/2022 22:00:00 - 30/07/2022 23:00:00","BZN|FR","Without Sequence","479.81","",""
"30/07/2022 23:00:00 - 31/07/2022 00:00:00","BZN|FR","Without Sequence","479.81","",""
"31/07/2022 00:00:00 - 31/07/2022 01:00:00","BZN|FR","Without Sequence","382.79","",""
"31/07/2022 01:00:00 - 31/07/2022 02:00:00","BZN|FR","Without Sequence","339.88","",""
"31/07/2022 02:00:00 - 31/07/2022 03:00:00","BZN|FR","Without Sequence","300.10","",""
"31/07/2022 03:00:00 - 31/07/2022 04:00:00","BZN|FR","Without Sequence","293.05","",""
"31/07/2022 04:00:00 - 31/07/2022 05:00:00","BZN|FR","Without Sequence","271.30","",""
"31/07/2022 05:00:00 - 31/07/2022 06:00:00","BZN|FR","Without Sequence","268.92","",""
"31/07/2022 06:00:00 - 31/07/2022 07:00:00","BZN|FR","Without Sequence","261.03","",""
"31/07/2022 07:00:00 - 31/07/2022 08:00:00","BZN|FR","Without Sequence","264.80","",""
"31/07/2022 08:00:00 - 31/07/2022 09:00:00","BZN|FR","Without Sequence","300.01","",""
"31/07/2022 09:00:00 - 31/07/2022 10:00:00","BZN|FR","Without Sequence","286.37","",""
"31/07/2022 10:00:00 - 31/07/2022 11:00:00","BZN|FR","Without Sequence","261.10","",""
"31/07/2022 11:00:00 - 31/07/2022 12:00:00","BZN|FR","Without Sequence","255.76","",""
"31/07/2022 12:00:00 - 31/07/2022 13:00:00","BZN|FR","Without Sequence","263.08","",""
"31/07/2022 13:00:00 - 31/07/2022 14:00:00","BZN|FR","Without Sequence","219.08","",""
"31/07/2022 14:00:00 - 31/07/2022 15:00:00","BZN|FR","Without Sequence","208.74","",""
"31/07/2022 15:00:00 - 31/07/2022 16:00:00","BZN|FR","Without Sequence","226.08","",""
"31/07/2022 16:00:00 - 31/07/2022 17:00:00","BZN|FR","Without Sequence","252.07","",""
"31/07/2022 17:00:00 - 31/07/2022 18:00:00","BZN|FR","Without Sequence","316.01","",""
"31/07/2022 18:00:00 - 31/07/2022 19:00:00","BZN|FR","Without Sequence","394.79","",""
"31/07/2022 19:00:00 - 31/07/2022 20:00:00","BZN|FR","Without Sequence","449.55","",""
"31/07/2022 20:00:00 - 31/07/2022 21:00:00","BZN|FR","Without Sequence","452.95","",""
"31/07/2022 21:00:00 - 31/07/2022 22:00:00","BZN|FR","Without Sequence","466.34","",""
"31/07/2022 22:00:00 - 31/07/2022 23:00:00","BZN|FR","Without Sequence","483.93","",""
"31/07/2022 23:00:00 - 01/08/2022 00:00:00","BZN|FR","Without Sequence","483.93","",""
"01/08/2022 00:00:00 - 01/08/2022 01:00:00","BZN|FR","Without Sequence","385.06","",""
"01/08/2022 01:00:00 - 01/08/2022 02:00:00","BZN|FR","Without Sequence","344.06","",""
"01/08/2022 02:00:00 - 01/08/2022 03:00:00","BZN|FR","Without Sequence","338.81","",""
"01/08/2022 03:00:00 - 01/08/2022 04:00:00","BZN|FR","Without Sequence","320.86","",""
"01/08/2022 04:00:00 - 01/08/2022 05:00:00","BZN|FR","Without Sequence","329.72","",""
"01/08/2022 05:00:00 - 01/08/2022 06:00:00","BZN|FR","Without Sequence","380.00","",""
"01/08/2022 06:00:00 - 01/08/2022 07:00:00","BZN|FR","Without Sequence","429.66","",""
"01/08/2022 07:00:00 - 01/08/2022 08:00:00","BZN|FR","Without Sequence","467.91","",""
"01/08/2022 08:00:00 - 01/08/2022 09:00:00","BZN|FR","Without Sequence","474.90","",""
"01/08/2022 09:00:00 - 01/08/2022 10:00:00","BZN|FR","Without Sequence","470.52","",""
"01/08/2022 10:00:00 - 01/08/2022 11:00:00","BZN|FR","Without Sequence","456.95","",""
"01/08/2022 11:00:00 - 01/08/2022 12:00:00","BZN|FR","Without Sequence","451.47","",""
"01/08/2022 12:00:00 - 01/08/2022 13:00:00","BZN|FR","Without Sequence","439.30","",""
"01/08/2022 13:00:00 - 01/08/2022 14:00:00","BZN|FR","Without Sequence","434.91","",""
"01/08/2022 14:00:00 - 01/08/2022 15:00:00","BZN|FR","Without Sequence","448.64","",""
"01/08/2022 15:00:00 - 01/08/2022 16:00:00","BZN|FR","Without Sequence","457.30","",""
"01/08/2022 16:00:00 - 01/08/2022 17:00:00","BZN|FR","Without Sequence","457.30","",""
"01/08/2022 17:00:00 - 01/08/2022 18:00:00","BZN|FR","Without Sequence","480.30","",""
"01/08/2022 18:00:00 - 01/08/2022 19:00:00","BZN|FR","Without Sequence","504.00","",""
"01/08/2022 19:00:00 - 01/08/2022 20:00:00","BZN|FR","Without Sequence","592.03","",""
"01/08/2022 20:00:00 - 01/08/2022 21:00:00","BZN|FR","Without Sequence","592.00","",""
"01/08/2022 21:00:00 - 01/08/2022 22:00:00","BZN|FR","Without Sequence","582.00","",""
"01/08/2022 22:00:00 - 01/08/2022 23:00:00","BZN|FR","Without Sequence","544.14","",""
"01/08/2022 23:00:00 - 02/08/2022 00:00:00","BZN|FR","Without Sequence","544.14","",""
"02/08/2022 00:00:00 - 02/08/2022 01:00:00","BZN|FR","Without Sequence","440.98","",""
"02/08/2022 01:00:00 - 02/08/2022 02:00:00","BZN|FR","Without Sequence","390.10","",""
"02/08/2022 02:00:00 - 02/08/2022 03:00:00","BZN|FR","Without Sequence","382.10","",""
"02/08/2022 03:00:00 - 02/08/2022 04:00:00","BZN|FR","Without Sequence","359.89","",""
"02/08/2022 04:00:00 - 02/08/2022 05:00:00","BZN|FR","Without Sequence","352.69","",""
"02/08/2022 05:00:00 - 02/08/2022 06:00:00","BZN|FR","Without Sequence","393.03","",""
"02/08/2022 06:00:00 - 02/08/2022 07:00:00","BZN|FR","Without Sequence","457.04","",""
"02/08/2022 07:00:00 - 02/08/2022 08:00:00","BZN|FR","Without Sequence","479.90","",""
"02/08/2022 08:00:00 - 02/08/2022 09:00:00","BZN|FR","Without Sequence","478.90","",""
"02/08/2022 09:00:00 - 02/08/2022 10:00:00","BZN|FR","Without Sequence","464.16","",""
"02/08/2022 10:00:00 - 02/08/2022 11:00:00","BZN|FR","Without Sequence","446.55","",""
"02/08/2022 11:00:00 - 02/08/2022 12:00:00","BZN|FR","Without Sequence","446.55","",""
"02/08/2022 12:00:00 - 02/08/2022 13:00:00","BZN|FR","Without Sequence","441.99","",""
"02/08/2022 13:00:00 - 02/08/2022 14:00:00","BZN|FR","Without Sequence","427.67","",""
"02/08/2022 14:00:00 - 02/08/2022 15:00:00","BZN|FR","Without Sequence","457.46","",""
"02/08/2022 15:00:00 - 02/08/2022 16:00:00","BZN|FR","Without Sequence","449.62","",""
"02/08/2022 16:00:00 - 02/08/2022 17:00:00","BZN|FR","Without Sequence","436.25","",""
"02/08/2022 17:00:00 - 02/08/2022 18:00:00","BZN|FR","Without Sequence","482.52","",""
"02/08/2022 18:00:00 - 02/08/2022 19:00:00","BZN|FR","Without Sequence","575.40","",""
"02/08/2022 19:00:00 - 02/08/2022 20:00:00","BZN|FR","Without Sequence","650.00","",""
"02/08/2022 20:00:00 - 02/08/2022 21:00:00","BZN|FR","Without Sequence","650.00","",""
"02/08/2022 21:00:00 - 02/08/2022 22:00:00","BZN|FR","Without Sequence","615.97","",""
"02/08/2022 22:00:00 - 02/08/2022 23:00:00","BZN|FR","Without Sequence","558.53","",""
"02/08/2022 23:00:00 - 03/08/2022 00:00:00","BZN|FR","Without Sequence","558.53","",""
"03/08/2022 00:00:00 - 03/08/2022 01:00:00","BZN|FR","Without Sequence","487.65","",""
"03/08/2022 01:00:00 - 03/08/2022 02:00:00","BZN|FR","Without Sequence","434.94","",""
"03/08/2022 02:00:00 - 03/08/2022 03:00:00","BZN|FR","Without Sequence","427.98","",""
"03/08/2022 03:00:00 - 03/08/2022 04:00:00","BZN|FR","Without Sequence","326.30","",""
"03/08/2022 04:00:00 - 03/08/2022 05:00:00","BZN|FR","Without Sequence","329.96","",""
"03/08/2022 05:00:00 - 03/08/2022 06:00:00","BZN|FR","Without Sequence","390.77","",""
"03/08/2022 06:00:00 - 03/08/2022 07:00:00","BZN|FR","Without Sequence","455.07","",""
"03/08/2022 07:00:00 - 03/08/2022 08:00:00","BZN|FR","Without Sequence","495.16","",""
"03/08/2022 08:00:00 - 03/08/2022 09:00:00","BZN|FR","Without Sequence","559.58","",""
"03/08/2022 09:00:00 - 03/08/2022 10:00:00","BZN|FR","Without Sequence","502.10","",""
"03/08/2022 10:00:00 - 03/08/2022 11:00:00","BZN|FR","Without Sequence","486.34","",""
"03/08/2022 11:00:00 - 03/08/2022 12:00:00","BZN|FR","Without Sequence","497.13","",""
"03/08/2022 12:00:00 - 03/08/2022 13:00:00","BZN|FR","Without Sequence","499.08","",""
"03/08/2022 13:00:00 - 03/08/2022 14:00:00","BZN|FR","Without Sequence","502.90","",""
"03/08/2022 14:00:00 - 03/08/2022 15:00:00","BZN|FR","Without Sequence","504.63","",""
"03/08/2022 15:00:00 - 03/08/2022 16:00:00","BZN|FR","Without Sequence","500.51","",""
"03/08/2022 16:00:00 - 03/08/2022 17:00:00","BZN|FR","Without Sequence","543.17","",""
"03/08/2022 17:00:00 - 03/08/2022 18:00:00","BZN|FR","Without Sequence","581.80","",""
"03/08/2022 18:00:00 - 03/08/2022 19:00:00","BZN|FR","Without Sequence","650.00","",""
"03/08/2022 19:00:00 - 03/08/2022 20:00:00","BZN|FR","Without Sequence","650.00","",""
"03/08/2022 20:00:00 - 03/08/2022 21:00:00","BZN|FR","Without Sequence","650.00","",""
"03/08/2022 21:00:00 - 03/08/2022 22:00:00","BZN|FR","Without Sequence","640.00","",""
"03/08/2022 22:00:00 - 03/08/2022 23:00:00","BZN|FR","Without Sequence","570.03","",""
"03/08/2022 23:00:00 - 04/08/2022 00:00:00","BZN|FR","Without Sequence","570.03","",""
"04/08/2022 00:00:00 - 04/08/2022 01:00:00","BZN|FR","Without Sequence","450.30","",""
